Player_X,Closest_Rock_X,Closest_Rock_Y,Delta_X,Action_Taken
314,183,518,131,1
314,183,524,131,1
314,183,530,131,1
314,183,536,131,1
314,183,542,131,1
314,183,548,131,1
314,183,554,131,1
314,183,560,131,1
314,183,566,131,1
314,183,572,131,1
314,183,578,131,1
314,183,584,131,1
314,183,590,131,1
314,183,596,131,1
314,183,602,131,1
314,183,608,131,1
314,183,614,131,1
314,183,620,131,1
314,183,626,131,1
314,183,632,131,1
314,183,638,131,1
314,183,644,131,1
314,183,650,131,1
314,183,656,131,1
314,183,662,131,1
314,183,668,131,1
314,183,674,131,1
314,183,680,131,1
314,183,686,131,1
314,183,692,131,1
314,183,698,131,1
314,183,704,131,1
314,183,710,131,1
314,183,716,131,1
314,183,722,131,1
314,183,728,131,1
314,183,734,131,1
314,183,740,131,1
314,183,746,131,1
314,183,752,131,1
314,183,758,131,1
314,183,764,131,1
314,183,770,131,1
314,183,776,131,1
314,183,782,131,1
314,183,788,131,1
314,183,794,131,1
314,436,650,-122,1
314,436,656,-122,1
314,436,662,-122,1
314,436,668,-122,1
314,436,674,-122,1
314,436,680,-122,1
314,436,686,-122,1
314,436,692,-122,1
314,436,698,-122,1
314,436,704,-122,1
314,436,710,-122,1
314,436,716,-122,1
314,436,722,-122,1
314,436,728,-122,1
314,436,734,-122,1
314,436,740,-122,1
314,436,746,-122,1
314,436,752,-122,1
314,436,758,-122,1
314,436,764,-122,1
314,436,770,-122,1
314,436,776,-122,1
314,436,782,-122,1
314,436,788,-122,1
314,436,794,-122,1
314,436,800,-122,1
314,124,656,190,1
314,124,662,190,1
314,124,668,190,1
314,124,674,190,1
314,124,680,190,1
314,124,686,190,1
314,124,692,190,1
314,124,698,190,1
314,124,704,190,1
314,124,710,190,1
314,124,716,190,1
314,124,722,190,1
314,124,728,190,1
314,124,734,190,1
314,124,740,190,1
314,124,746,190,1
314,124,752,190,1
314,458,608,-144,1
314,458,614,-144,1
314,458,620,-144,1
307,458,626,-151,0
300,124,782,176,0
293,124,788,169,0
286,124,794,162,0
279,124,800,155,0
272,458,656,-186,0
265,458,662,-193,0
258,458,668,-200,0
251,290,524,-39,0
244,290,530,-46,0
237,290,536,-53,0
230,290,542,-60,0
230,290,548,-60,1
230,290,554,-60,1
230,290,560,-60,1
230,290,566,-60,1
230,290,572,-60,1
230,290,578,-60,1
223,290,584,-67,0
216,290,590,-74,0
209,290,596,-81,0
202,290,602,-88,0
195,290,608,-95,0
188,290,614,-102,0
181,290,620,-109,0
174,290,626,-116,0
167,290,632,-123,0
160,290,638,-130,0
153,290,644,-137,0
146,290,650,-144,0
139,290,656,-151,0
139,290,662,-151,1
139,290,668,-151,1
139,290,674,-151,1
139,290,680,-151,1
139,290,686,-151,1
139,290,692,-151,1
139,290,698,-151,1
139,290,704,-151,1
139,290,710,-151,1
139,290,716,-151,1
139,290,722,-151,1
139,290,728,-151,1
139,290,734,-151,1
139,290,740,-151,1
139,290,746,-151,1
139,290,752,-151,1
139,290,758,-151,1
139,290,764,-151,1
139,290,770,-151,1
139,290,776,-151,1
146,290,782,-144,2
153,290,788,-137,2
160,290,794,-130,2
167,290,800,-123,2
174,45,506,129,2
181,45,512,136,2
188,45,518,143,2
188,45,524,143,1
188,45,530,143,1
188,45,536,143,1
188,45,542,143,1
188,45,548,143,1
188,45,554,143,1
188,45,560,143,1
188,45,566,143,1
188,45,572,143,1
188,45,578,143,1
188,45,584,143,1
188,45,590,143,1
188,45,596,143,1
195,45,602,150,2
202,45,608,157,2
209,45,614,164,2
216,45,620,171,2
223,45,626,178,2
230,45,632,185,2
237,45,638,192,2
244,45,644,199,2
251,45,650,206,2
258,45,656,213,2
265,45,662,220,2
265,45,668,220,1
265,45,674,220,1
265,45,680,220,1
265,45,686,220,1
265,45,692,220,1
265,138,548,127,1
265,138,554,127,1
265,138,560,127,1
265,138,566,127,1
265,138,572,127,1
265,138,578,127,1
265,138,584,127,1
265,138,590,127,1
265,138,596,127,1
265,138,602,127,1
265,138,608,127,1
265,138,614,127,1
265,138,620,127,1
265,138,626,127,1
265,138,632,127,1
265,138,638,127,1
265,138,644,127,1
265,138,650,127,1
265,138,656,127,1
265,138,662,127,1
265,138,668,127,1
265,138,674,127,1
265,138,680,127,1
265,138,686,127,1
265,138,692,127,1
265,138,698,127,1
265,138,704,127,1
265,138,710,127,1
265,138,716,127,1
265,138,722,127,1
265,138,728,127,1
265,138,734,127,1
265,138,740,127,1
265,138,746,127,1
265,138,752,127,1
265,138,758,127,1
265,138,764,127,1
265,138,770,127,1
265,138,776,127,1
265,138,782,127,1
265,362,638,-97,1
265,362,644,-97,1
265,362,650,-97,1
258,362,656,-104,0
251,362,662,-111,0
244,362,668,-118,0
237,362,674,-125,0
230,362,680,-132,0
223,362,686,-139,0
216,362,692,-146,0
209,362,698,-153,0
202,362,704,-160,0
195,362,710,-167,0
188,362,716,-174,0
181,362,722,-181,0
174,362,728,-188,0
167,362,734,-195,0
160,362,740,-202,0
153,362,746,-209,0
146,362,752,-216,0
139,362,758,-223,0
132,362,764,-230,0
125,362,770,-237,0
125,362,776,-237,1
125,362,782,-237,1
125,362,788,-237,1
125,362,794,-237,1
125,362,800,-237,1
125,235,506,-110,1
125,235,512,-110,1
125,235,518,-110,1
125,235,524,-110,1
125,235,530,-110,1
125,235,536,-110,1
125,235,542,-110,1
125,235,548,-110,1
125,235,554,-110,1
125,235,560,-110,1
125,235,566,-110,1
125,235,572,-110,1
125,235,578,-110,1
125,235,584,-110,1
125,235,590,-110,1
125,235,596,-110,1
125,235,602,-110,1
125,235,608,-110,1
125,235,614,-110,1
125,235,620,-110,1
125,235,626,-110,1
125,235,632,-110,1
125,235,638,-110,1
125,235,644,-110,1
125,235,650,-110,1
125,235,656,-110,1
125,235,662,-110,1
125,235,668,-110,1
125,235,674,-110,1
125,235,680,-110,1
125,235,686,-110,1
125,235,692,-110,1
125,235,698,-110,1
125,235,704,-110,1
125,235,710,-110,1
125,235,716,-110,1
125,235,722,-110,1
125,235,728,-110,1
125,235,734,-110,1
125,235,740,-110,1
125,235,746,-110,1
125,235,752,-110,1
125,235,758,-110,1
125,235,764,-110,1
125,235,770,-110,1
125,235,776,-110,1
125,235,782,-110,1
125,235,788,-110,1
125,235,794,-110,1
125,235,800,-110,1
125,349,656,-224,1
125,349,662,-224,1
125,349,668,-224,1
125,22,524,103,1
125,22,530,103,1
125,22,536,103,1
125,22,542,103,1
125,22,548,103,1
125,22,554,103,1
125,22,560,103,1
132,22,566,110,2
139,22,572,117,2
146,22,578,124,2
153,349,734,-196,2
160,349,740,-189,2
167,349,746,-182,2
174,349,752,-175,2
174,349,758,-175,1
174,349,764,-175,1
174,349,770,-175,1
174,349,776,-175,1
174,22,632,152,1
174,22,638,152,1
174,22,644,152,1
174,22,650,152,1
174,22,656,152,1
174,22,662,152,1
174,22,668,152,1
174,22,674,152,1
174,22,680,152,1
174,22,686,152,1
174,22,692,152,1
174,22,698,152,1
174,22,704,152,1
174,22,710,152,1
174,22,716,152,1
174,22,722,152,1
174,22,728,152,1
174,22,734,152,1
174,22,740,152,1
174,22,746,152,1
174,22,752,152,1
174,22,758,152,1
174,22,764,152,1
174,22,770,152,1
174,22,776,152,1
167,22,782,145,0
160,22,788,138,0
153,22,794,131,0
146,22,800,124,0
139,359,656,-220,0
132,359,662,-227,0
125,359,668,-234,0
125,359,674,-234,1
125,359,680,-234,1
125,263,536,-138,1
125,263,542,-138,1
125,263,548,-138,1
125,263,554,-138,1
125,263,560,-138,1
125,263,566,-138,1
125,263,572,-138,1
125,263,578,-138,1
125,263,584,-138,1
125,263,590,-138,1
125,263,596,-138,1
125,263,602,-138,1
125,263,608,-138,1
125,263,614,-138,1
125,263,620,-138,1
125,263,626,-138,1
125,263,632,-138,1
125,263,638,-138,1
125,263,644,-138,1
125,263,650,-138,1
125,263,656,-138,1
125,263,662,-138,1
125,263,668,-138,1
125,263,674,-138,1
125,263,680,-138,1
125,263,686,-138,1
125,263,692,-138,1
125,263,698,-138,1
125,263,704,-138,1
125,263,710,-138,1
125,263,716,-138,1
125,263,722,-138,1
125,263,728,-138,1
125,263,734,-138,1
125,263,740,-138,1
125,263,746,-138,1
125,263,752,-138,1
125,263,758,-138,1
125,263,764,-138,1
125,263,770,-138,1
125,263,776,-138,1
125,263,782,-138,1
125,241,638,-116,1
125,241,644,-116,1
125,241,650,-116,1
125,241,656,-116,1
125,241,662,-116,1
125,241,668,-116,1
125,241,674,-116,1
125,241,680,-116,1
125,241,686,-116,1
125,241,692,-116,1
125,241,698,-116,1
125,241,704,-116,1
125,241,710,-116,1
125,241,716,-116,1
125,241,722,-116,1
125,241,728,-116,1
125,241,734,-116,1
132,241,740,-109,2
139,241,746,-102,2
146,241,752,-95,2
153,241,758,-88,2
160,241,764,-81,2
167,241,770,-74,2
174,241,776,-67,2
181,241,782,-60,2
188,241,788,-53,2
195,241,794,-46,2
202,241,800,-39,2
202,100,656,102,1
202,100,662,102,1
202,100,668,102,1
202,100,674,102,1
202,100,680,102,1
202,100,686,102,1
202,100,692,102,1
202,100,698,102,1
202,100,704,102,1
202,100,710,102,1
202,100,716,102,1
202,100,722,102,1
202,100,728,102,1
209,100,734,109,2
216,100,740,116,2
223,100,746,123,2
230,100,752,130,2
237,100,758,137,2
244,100,764,144,2
244,100,770,144,1
244,100,776,144,1
244,100,782,144,1
244,100,788,144,1
244,100,794,144,1
244,100,800,144,1
244,418,656,-174,1
244,418,662,-174,1
237,418,668,-181,0
230,418,674,-188,0
223,418,680,-195,0
216,418,686,-202,0
209,418,692,-209,0
202,418,698,-216,0
202,418,704,-216,1
202,418,710,-216,1
202,418,716,-216,1
202,418,722,-216,1
202,418,728,-216,1
202,357,584,-155,1
202,357,590,-155,1
202,357,596,-155,1
202,357,602,-155,1
202,357,608,-155,1
202,357,614,-155,1
202,357,620,-155,1
202,357,626,-155,1
202,357,632,-155,1
202,357,638,-155,1
202,357,644,-155,1
202,357,650,-155,1
202,357,656,-155,1
202,357,662,-155,1
195,357,668,-162,0
188,357,674,-169,0
181,357,680,-176,0
174,357,686,-183,0
167,357,692,-190,0
160,357,698,-197,0
160,357,704,-197,1
160,357,710,-197,1
160,357,716,-197,1
160,357,722,-197,1
160,357,728,-197,1
160,357,734,-197,1
160,357,740,-197,1
160,357,746,-197,1
160,357,752,-197,1
160,313,608,-153,1
160,313,614,-153,1
160,313,620,-153,1
160,313,626,-153,1
160,313,632,-153,1
160,313,638,-153,1
160,313,644,-153,1
160,313,650,-153,1
160,313,656,-153,1
160,313,662,-153,1
160,313,668,-153,1
160,313,674,-153,1
160,313,680,-153,1
160,313,686,-153,1
160,313,692,-153,1
160,313,698,-153,1
160,313,704,-153,1
160,313,710,-153,1
160,313,716,-153,1
160,313,722,-153,1
160,313,728,-153,1
160,313,734,-153,1
160,313,740,-153,1
160,313,746,-153,1
160,313,752,-153,1
160,313,758,-153,1
160,313,764,-153,1
160,313,770,-153,1
160,313,776,-153,1
160,313,782,-153,1
160,295,638,-135,1
160,295,644,-135,1
160,295,650,-135,1
160,295,656,-135,1
160,295,662,-135,1
160,295,668,-135,1
160,295,674,-135,1
160,295,680,-135,1
160,295,686,-135,1
153,295,692,-142,0
146,295,698,-149,0
139,295,704,-156,0
132,295,710,-163,0
125,295,716,-170,0
118,295,722,-177,0
111,295,728,-184,0
111,295,734,-184,1
111,295,740,-184,1
111,295,746,-184,1
111,295,752,-184,1
111,295,758,-184,1
111,295,764,-184,1
111,295,770,-184,1
111,295,776,-184,1
111,295,782,-184,1
111,295,788,-184,1
111,295,794,-184,1
111,286,650,-175,1
111,286,656,-175,1
111,286,662,-175,1
111,286,668,-175,1
111,286,674,-175,1
111,286,680,-175,1
111,286,686,-175,1
111,286,692,-175,1
111,286,698,-175,1
111,286,704,-175,1
111,286,710,-175,1
111,286,716,-175,1
111,286,722,-175,1
111,286,728,-175,1
111,286,734,-175,1
111,286,740,-175,1
111,286,746,-175,1
111,286,752,-175,1
111,286,758,-175,1
111,286,764,-175,1
111,286,770,-175,1
111,286,776,-175,1
111,286,782,-175,1
111,286,788,-175,1
111,286,794,-175,1
111,286,800,-175,1
111,315,656,-204,1
111,315,662,-204,1
111,315,668,-204,1
111,315,674,-204,1
111,315,680,-204,1
111,315,686,-204,1
111,315,692,-204,1
111,315,698,-204,1
111,315,704,-204,1
111,315,710,-204,1
111,315,716,-204,1
118,315,722,-197,2
125,315,728,-190,2
132,315,734,-183,2
139,315,740,-176,2
146,315,746,-169,2
153,315,752,-162,2
160,315,758,-155,2
167,315,764,-148,2
174,315,770,-141,2
181,315,776,-134,2
188,315,782,-127,2
188,315,788,-127,1
188,315,794,-127,1
188,315,800,-127,1
188,222,506,-34,1
188,222,512,-34,1
188,222,518,-34,1
195,222,524,-27,2
202,222,530,-20,2
209,222,536,-13,2
216,222,542,-6,2
223,222,548,1,2
230,222,554,8,2
237,222,560,15,2
244,222,566,22,2
251,222,572,29,2
258,222,578,36,2
265,222,584,43,2
272,222,590,50,2
279,222,596,57,2
286,222,602,64,2
293,222,608,71,2
300,222,614,78,2
300,222,620,78,1
300,222,626,78,1
300,222,632,78,1
300,222,638,78,1
300,222,644,78,1
300,222,650,78,1
300,222,656,78,1
300,222,662,78,1
300,222,668,78,1
300,222,674,78,1
300,222,680,78,1
300,222,686,78,1
300,222,692,78,1
300,222,698,78,1
300,222,704,78,1
300,222,710,78,1
300,222,716,78,1
307,222,722,85,2
307,222,728,85,1
307,222,734,85,1
307,222,740,85,1
307,222,746,85,1
307,222,752,85,1
307,222,758,85,1
307,222,764,85,1
307,222,770,85,1
307,222,776,85,1
307,222,782,85,1
307,222,788,85,1
307,222,794,85,1
307,222,800,85,1
307,500,656,-193,1
307,500,662,-193,1
307,500,668,-193,1
307,500,674,-193,1
307,500,680,-193,1
300,500,686,-200,0
293,500,692,-207,0
286,500,698,-214,0
279,500,704,-221,0
272,500,710,-228,0
265,103,566,162,0
265,103,572,162,1
265,103,578,162,1
265,103,584,162,1
265,103,590,162,1
265,103,596,162,1
265,103,602,162,1
265,103,608,162,1
265,103,614,162,1
265,103,620,162,1
265,103,626,162,1
265,103,632,162,1
265,103,638,162,1
265,103,644,162,1
265,103,650,162,1
265,103,656,162,1
265,103,662,162,1
265,103,668,162,1
265,103,674,162,1
265,103,680,162,1
265,103,686,162,1
265,103,692,162,1
265,103,698,162,1
265,103,704,162,1
265,103,710,162,1
265,103,716,162,1
265,103,722,162,1
265,103,728,162,1
265,103,734,162,1
265,103,740,162,1
265,103,746,162,1
265,103,752,162,1
265,103,758,162,1
265,103,764,162,1
265,103,770,162,1
265,103,776,162,1
265,103,782,162,1
265,103,788,162,1
265,103,794,162,1
265,103,800,162,1
265,438,656,-173,1
265,438,662,-173,1
265,438,668,-173,1
265,438,674,-173,1
265,438,680,-173,1
265,438,686,-173,1
265,438,692,-173,1
265,438,698,-173,1
265,438,704,-173,1
265,438,710,-173,1
272,438,716,-166,2
279,438,722,-159,2
286,438,728,-152,2
293,438,734,-145,2
300,438,740,-138,2
307,438,746,-131,2
307,438,752,-131,1
307,438,758,-131,1
307,438,764,-131,1
307,438,770,-131,1
307,438,776,-131,1
307,438,782,-131,1
307,438,788,-131,1
307,438,794,-131,1
307,438,800,-131,1
314,142,656,172,2
321,142,662,179,2
328,142,668,186,2
335,142,674,193,2
342,142,680,200,2
349,282,536,67,2
356,282,542,74,2
363,282,548,81,2
363,282,554,81,1
363,282,560,81,1
363,282,566,81,1
363,282,572,81,1
363,282,578,81,1
363,282,584,81,1
363,282,590,81,1
363,282,596,81,1
370,282,602,88,2
377,282,608,95,2
384,282,614,102,2
391,282,620,109,2
398,282,626,116,2
405,282,632,123,2
412,282,638,130,2
419,282,644,137,2
426,282,650,144,2
433,282,656,151,2
440,282,662,158,2
447,282,668,165,2
454,282,674,172,2
461,282,680,179,2
468,282,686,186,2
475,282,692,193,2
482,282,698,200,2
482,282,704,200,1
482,282,710,200,1
482,282,716,200,1
482,282,722,200,1
482,353,578,129,1
482,353,584,129,1
482,353,590,129,1
482,353,596,129,1
482,353,602,129,1
482,353,608,129,1
482,353,614,129,1
482,353,620,129,1
482,353,626,129,1
482,353,632,129,1
482,353,638,129,1
489,353,644,136,2
496,353,650,143,2
503,353,656,150,2
510,353,662,157,2
517,353,668,164,2
524,353,674,171,2
524,353,680,171,1
524,353,686,171,1
524,353,692,171,1
524,353,698,171,1
524,353,704,171,1
524,353,710,171,1
524,353,716,171,1
524,353,722,171,1
524,353,728,171,1
524,353,734,171,1
524,353,740,171,1
524,353,746,171,1
524,353,752,171,1
524,353,758,171,1
524,353,764,171,1
524,393,620,131,1
524,393,626,131,1
524,393,632,131,1
524,393,638,131,1
524,393,644,131,1
524,393,650,131,1
524,393,656,131,1
524,393,662,131,1
524,393,668,131,1
524,393,674,131,1
524,393,680,131,1
524,393,686,131,1
524,393,692,131,1
524,393,698,131,1
524,393,704,131,1
524,393,710,131,1
524,393,716,131,1
524,393,722,131,1
524,393,728,131,1
524,393,734,131,1
524,393,740,131,1
524,393,746,131,1
517,393,752,124,0
510,393,758,117,0
503,393,764,110,0
496,393,770,103,0
489,393,776,96,0
482,393,782,89,0
475,393,788,82,0
468,393,794,75,0
468,393,800,75,1
468,289,506,179,1
468,289,512,179,1
468,289,518,179,1
468,289,524,179,1
468,289,530,179,1
468,289,536,179,1
468,289,542,179,1
468,289,548,179,1
468,289,554,179,1
468,289,560,179,1
468,289,566,179,1
468,289,572,179,1
468,289,578,179,1
468,289,584,179,1
468,289,590,179,1
468,289,596,179,1
468,289,602,179,1
461,289,608,172,0
454,289,614,165,0
447,289,620,158,0
440,289,626,151,0
433,289,632,144,0
426,289,638,137,0
419,289,644,130,0
412,289,650,123,0
405,289,656,116,0
398,289,662,109,0
391,289,668,102,0
384,289,674,95,0
384,289,680,95,1
384,289,686,95,1
384,289,692,95,1
384,289,698,95,1
384,289,704,95,1
384,289,710,95,1
384,289,716,95,1
384,289,722,95,1
384,289,728,95,1
384,289,734,95,1
384,289,740,95,1
384,289,746,95,1
384,289,752,95,1
384,289,758,95,1
384,289,764,95,1
384,289,770,95,1
384,289,776,95,1
384,289,782,95,1
384,289,788,95,1
384,289,794,95,1
384,289,800,95,1
384,503,656,-119,1
384,503,662,-119,1
377,503,668,-126,0
370,503,674,-133,0
363,503,680,-140,0
356,503,686,-147,0
349,503,692,-154,0
342,503,698,-161,0
342,503,704,-161,1
342,503,710,-161,1
342,503,716,-161,1
342,503,722,-161,1
342,503,728,-161,1
342,503,734,-161,1
342,503,740,-161,1
342,503,746,-161,1
342,503,752,-161,1
342,503,758,-161,1
342,503,764,-161,1
342,503,770,-161,1
342,503,776,-161,1
342,503,782,-161,1
342,503,788,-161,1
335,503,794,-168,0
328,164,650,164,0
321,164,656,157,0
314,164,662,150,0
307,164,668,143,0
300,164,674,136,0
293,164,680,129,0
286,164,686,122,0
286,164,692,122,1
286,164,698,122,1
286,164,704,122,1
286,164,710,122,1
286,164,716,122,1
286,164,722,122,1
286,164,728,122,1
286,164,734,122,1
286,164,740,122,1
286,164,746,122,1
286,164,752,122,1
286,164,758,122,1
286,164,764,122,1
286,164,770,122,1
286,356,626,-70,1
279,356,632,-77,0
272,164,788,108,0
265,164,794,101,0
258,164,800,94,0
251,356,656,-105,0
244,356,662,-112,0
237,356,668,-119,0
230,356,674,-126,0
223,356,680,-133,0
216,356,686,-140,0
209,356,692,-147,0
202,356,698,-154,0
195,356,704,-161,0
195,356,710,-161,1
195,356,716,-161,1
195,356,722,-161,1
195,356,728,-161,1
195,356,734,-161,1
195,356,740,-161,1
195,356,746,-161,1
195,356,752,-161,1
195,356,758,-161,1
195,356,764,-161,1
195,356,770,-161,1
195,356,776,-161,1
195,356,782,-161,1
195,356,788,-161,1
195,356,794,-161,1
195,356,800,-161,1
195,1,506,194,1
195,1,512,194,1
195,1,518,194,1
195,1,524,194,1
195,1,530,194,1
195,1,536,194,1
195,1,542,194,1
195,1,548,194,1
195,1,554,194,1
195,1,560,194,1
195,1,566,194,1
195,1,572,194,1
195,1,578,194,1
195,1,584,194,1
195,1,590,194,1
195,1,596,194,1
195,1,602,194,1
195,1,608,194,1
195,1,614,194,1
195,1,620,194,1
195,1,626,194,1
195,1,632,194,1
195,1,638,194,1
195,1,644,194,1
195,1,650,194,1
195,1,656,194,1
195,1,662,194,1
195,1,668,194,1
195,1,674,194,1
195,1,680,194,1
195,1,686,194,1
195,1,692,194,1
195,1,698,194,1
195,1,704,194,1
195,1,710,194,1
195,1,716,194,1
195,1,722,194,1
195,1,728,194,1
195,1,734,194,1
195,1,740,194,1
195,1,746,194,1
195,1,752,194,1
195,1,758,194,1
195,1,764,194,1
195,1,770,194,1
195,1,776,194,1
195,1,782,194,1
195,1,788,194,1
195,1,794,194,1
195,1,800,194,1
195,360,506,-165,1
195,360,512,-165,1
195,360,518,-165,1
195,360,524,-165,1
195,360,530,-165,1
195,360,536,-165,1
195,360,542,-165,1
195,360,548,-165,1
195,360,554,-165,1
195,360,560,-165,1
195,360,566,-165,1
195,360,572,-165,1
195,360,578,-165,1
195,360,584,-165,1
195,360,590,-165,1
195,360,596,-165,1
195,360,602,-165,1
195,360,608,-165,1
195,360,614,-165,1
195,360,620,-165,1
195,360,626,-165,1
195,360,632,-165,1
195,360,638,-165,1
195,360,644,-165,1
195,360,650,-165,1
195,360,656,-165,1
195,360,662,-165,1
195,360,668,-165,1
195,360,674,-165,1
195,360,680,-165,1
195,360,686,-165,1
195,360,692,-165,1
195,360,698,-165,1
202,360,704,-158,2
209,360,710,-151,2
216,360,716,-144,2
223,360,722,-137,2
230,360,728,-130,2
237,360,734,-123,2
244,360,740,-116,2
244,360,746,-116,1
244,360,752,-116,1
244,360,758,-116,1
244,360,764,-116,1
244,360,770,-116,1
244,360,776,-116,1
244,360,782,-116,1
244,360,788,-116,1
244,360,794,-116,1
244,360,800,-116,1
244,119,656,125,1
244,119,662,125,1
244,119,668,125,1
244,119,674,125,1
244,119,680,125,1
244,119,686,125,1
244,119,692,125,1
244,119,698,125,1
244,119,704,125,1
244,119,710,125,1
244,119,716,125,1
244,119,722,125,1
244,119,728,125,1
244,119,734,125,1
244,119,740,125,1
244,119,746,125,1
244,119,752,125,1
244,119,758,125,1
244,119,764,125,1
244,119,770,125,1
244,119,776,125,1
244,119,782,125,1
244,119,788,125,1
244,119,794,125,1
244,119,800,125,1
244,442,656,-198,1
244,442,662,-198,1
244,442,668,-198,1
244,442,674,-198,1
244,442,680,-198,1
244,442,686,-198,1
244,442,692,-198,1
244,442,698,-198,1
244,442,704,-198,1
244,442,710,-198,1
244,442,716,-198,1
244,442,722,-198,1
244,442,728,-198,1
244,442,734,-198,1
244,442,740,-198,1
244,442,746,-198,1
244,442,752,-198,1
244,442,758,-198,1
244,442,764,-198,1
244,442,770,-198,1
244,442,776,-198,1
244,442,782,-198,1
244,442,788,-198,1
244,442,794,-198,1
244,442,800,-198,1
244,459,656,-215,1
244,459,662,-215,1
244,459,668,-215,1
244,459,674,-215,1
244,459,680,-215,1
244,459,686,-215,1
244,459,692,-215,1
244,459,698,-215,1
244,459,704,-215,1
244,459,710,-215,1
244,459,716,-215,1
244,459,722,-215,1
244,459,728,-215,1
244,459,734,-215,1
244,459,740,-215,1
244,459,746,-215,1
244,459,752,-215,1
244,459,758,-215,1
244,459,764,-215,1
244,459,770,-215,1
244,459,776,-215,1
244,459,782,-215,1
244,459,788,-215,1
244,459,794,-215,1
244,459,800,-215,1
244,28,656,216,1
244,28,662,216,1
244,28,668,216,1
244,28,674,216,1
244,28,680,216,1
244,28,686,216,1
244,28,692,216,1
244,28,698,216,1
244,28,704,216,1
244,28,710,216,1
244,28,716,216,1
244,28,722,216,1
244,91,578,153,1
244,91,584,153,1
244,91,590,153,1
244,91,596,153,1
244,91,602,153,1
244,91,608,153,1
244,91,614,153,1
244,91,620,153,1
244,91,626,153,1
244,91,632,153,1
244,91,638,153,1
244,91,644,153,1
244,91,650,153,1
244,91,656,153,1
244,91,662,153,1
244,91,668,153,1
244,91,674,153,1
244,91,680,153,1
244,91,686,153,1
244,91,692,153,1
244,91,698,153,1
244,91,704,153,1
244,91,710,153,1
244,91,716,153,1
244,91,722,153,1
244,91,728,153,1
244,91,734,153,1
244,91,740,153,1
244,91,746,153,1
244,91,752,153,1
244,91,758,153,1
244,91,764,153,1
244,91,770,153,1
244,91,776,153,1
244,369,632,-125,1
244,369,638,-125,1
244,369,644,-125,1
244,369,650,-125,1
244,369,656,-125,1
244,369,662,-125,1
244,369,668,-125,1
244,369,674,-125,1
244,369,680,-125,1
244,369,686,-125,1
244,369,692,-125,1
244,369,698,-125,1
244,369,704,-125,1
244,369,710,-125,1
244,369,716,-125,1
244,369,722,-125,1
244,369,728,-125,1
244,369,734,-125,1
244,369,740,-125,1
244,369,746,-125,1
244,369,752,-125,1
244,369,758,-125,1
244,369,764,-125,1
244,369,770,-125,1
244,369,776,-125,1
244,369,782,-125,1
244,369,788,-125,1
244,369,794,-125,1
251,369,800,-118,2
258,69,656,189,2
265,69,662,196,2
272,69,668,203,2
279,69,674,210,2
286,69,680,217,2
286,69,686,217,1
286,69,692,217,1
286,69,698,217,1
286,69,704,217,1
286,69,710,217,1
286,69,716,217,1
286,69,722,217,1
286,69,728,217,1
286,69,734,217,1
286,69,740,217,1
286,69,746,217,1
286,69,752,217,1
293,69,758,224,2
300,69,764,231,2
307,69,770,238,2
314,69,776,245,2
321,69,782,252,2
328,69,788,259,2
335,69,794,266,2
342,69,800,273,2
349,18,656,331,2
356,18,662,338,2
356,18,668,338,1
356,18,674,338,1
356,18,680,338,1
356,18,686,338,1
356,18,692,338,1
356,72,548,284,1
356,72,554,284,1
356,274,410,82,1
356,274,416,82,1
363,274,422,89,2
370,274,428,96,2
377,274,434,103,2
384,274,440,110,2
391,274,446,117,2
398,274,452,124,2
405,274,458,131,2
412,274,464,138,2
419,274,470,145,2
419,274,476,145,1
419,274,482,145,1
419,274,488,145,1
419,274,494,145,1
419,274,500,145,1
419,274,506,145,1
419,274,512,145,1
419,274,518,145,1
419,274,524,145,1
419,274,530,145,1
419,274,536,145,1
419,274,542,145,1
419,274,548,145,1
419,274,554,145,1
419,274,560,145,1
419,274,566,145,1
419,274,572,145,1
419,274,578,145,1
419,274,584,145,1
419,274,590,145,1
419,274,596,145,1
419,274,602,145,1
419,274,608,145,1
419,274,614,145,1
419,274,620,145,1
419,274,626,145,1
419,274,632,145,1
419,274,638,145,1
419,274,644,145,1
419,274,650,145,1
426,274,656,152,2
433,274,662,159,2
440,274,668,166,2
440,274,674,166,1
440,274,680,166,1
440,274,686,166,1
440,274,692,166,1
440,274,698,166,1
440,274,704,166,1
440,274,710,166,1
440,274,716,166,1
440,274,722,166,1
440,274,728,166,1
440,274,734,166,1
440,274,740,166,1
440,274,746,166,1
440,274,752,166,1
440,274,758,166,1
440,274,764,166,1
447,274,770,173,2
454,274,776,180,2
461,274,782,187,2
468,274,788,194,2
475,274,794,201,2
482,274,800,208,2
489,267,656,222,2
496,267,662,229,2
503,389,518,114,2
503,389,524,114,1
503,389,530,114,1
503,389,536,114,1
503,389,542,114,1
503,389,548,114,1
503,389,554,114,1
503,389,560,114,1
503,389,566,114,1
503,389,572,114,1
503,389,578,114,1
503,389,584,114,1
503,389,590,114,1
503,389,596,114,1
503,389,602,114,1
503,389,608,114,1
503,389,614,114,1
503,389,620,114,1
503,389,626,114,1
503,389,632,114,1
503,389,638,114,1
503,389,644,114,1
503,389,650,114,1
503,389,656,114,1
503,389,662,114,1
503,389,668,114,1
503,389,674,114,1
503,389,680,114,1
503,389,686,114,1
503,389,692,114,1
503,389,698,114,1
503,389,704,114,1
503,389,710,114,1
503,389,716,114,1
